ID,Signal
P19003_ICP_31,-0.3397119
P19003_ICP_32,-0.20847933
P19003_ICP_33,0.18317108
P19003_ICP_34,1.023738
P19003_ICP_35,0.781744
P19003_ICP_36,0.015040364
P19003_ICP_37,-0.08732025
P19003_ICP_38,-0.49608296
P19003_ICP_39,-0.6035411
P19003_ICP_40,-0.5645132
P19003_ICP_41,-0.44617033
P19003_ICP_42,-0.2300186
P19003_ICP_43,0.06857397
P19003_ICP_44,-0.22486974
P19003_ICP_45,0.56877553
P19003_ICP_46,0.4439257
P19003_ICP_47,0.8076362
P19003_ICP_48,0.49401176
P19003_Inosan_1,0.15525931
P19003_Inosan_2,0.6589069
P19003_Inosan_3,-0.07479876
P19003_Inosan_4,1.5900003
P19003_Inosan_5,1.3731984
P19003_Inosan_6,1.4381224
P19003_Inosan_7,1.1195458
P19003_Inosan_8,1.3854126
P19003_Inosan_9,2.4293437
P19003_Inosan_10,3.1142385
P19003_Inosan_11,3.4595513
P19003_Inosan_12,3.0897322
P19003_Inosan_13,3.1763902
P19003_Inosan_14,2.9776778
P19003_Inosan_15,1.9195795
P19003_Inosan_16,2.0332663
P19003_Inosan_17,1.9848812
P19003_Inosan_18,0.42412284
P19003_Inosan_19,0.044497725
P19003_Inosan_20,0.13676809
P19003_Inosan_21,-0.61865425
P19003_Inosan_22,-0.3502382
P19003_Inosan_23,-0.3874971
P19003_Inosan_24,0.06954712
P19003_Inosan_25,-0.1033289
P19003_Inosan_26,0.11478548
P19003_Inosan_27,0.739879
P19003_Inosan_28,0.5837103
P19003_Inosan_29,0.62407994
P19003_Inosan_30,0.83370954
P19003_Inosan_31,0.2992852
P19003_Inosan_32,0.4569977
P19003_Inosan_33,1.1252856
P19003_Inosan_34,1.130001
P19003_Inosan_35,0.8050391
P19003_Inosan_36,0.304073
P19003_Inosan_37,0.8717076
P19003_Inosan_38,0.732055
P19003_Inosan_39,0.24674782
P19003_Inosan_40,-0.45605958
P19003_Inosan_41,-0.40650836
P19003_Inosan_42,-0.10316379
P19003_Inosan_43,0.6028979
P19003_Inosan_44,-0.06866579
P19003_Inosan_45,1.2783544
P19003_Inosan_46,1.194582
P19003_Inosan_47,1.1886563
P19003_Inosan_48,0.6586575
P19003_Premium_1,0.17510411
P19003_Premium_2,0.15545745
P19003_Premium_3,0.22268672
P19003_Premium_4,2.0376377
P19003_Premium_5,1.4031179
P19003_Premium_6,1.5721653
P19003_Premium_7,0.93643135
P19003_Premium_8,1.3886949
P19003_Premium_9,2.2718315
P19003_Premium_10,2.9748461
P19003_Premium_11,2.9629679
P19003_Premium_12,2.6021323
P19003_Premium_13,2.3591878
P19003_Premium_14,2.3549936
P19003_Premium_15,1.5438749
P19003_Premium_16,1.5248326
P19003_Premium_17,1.5704638
P19003_Premium_18,1.0589786
P19003_Premium_19,0.85892344
P19003_Premium_20,1.2534202
P19003_Premium_21,0.55181473
P19003_Premium_22,1.109121
P19003_Premium_23,0.82722455
P19003_Premium_24,0.9407536
P19003_Premium_25,1.0911853
P19003_Premium_26,0.7768727
P19003_Premium_27,0.9693965
P19003_Premium_28,0.7111599
P19003_Premium_29,0.30334422
P19003_Premium_30,0.55188453
P19003_Premium_31,1.031453
P19003_Premium_32,0.93869996
P19003_Premium_33,0.9046157
P19003_Premium_34,1.037911
P19003_Premium_35,1.0124866
P19003_Premium_36,0.8202959
P19003_Premium_37,2.4633293
P19003_Premium_38,2.4074225
P19003_Premium_39,1.618753
P19003_Premium_40,0.87457234
P19003_Premium_41,0.54384065
P19003_Premium_42,1.3430413
P19003_Premium_43,2.0294526
P19003_Premium_44,1.3115205
P19003_Premium_45,2.9701545
P19003_Premium_46,2.1339724
P19003_Premium_47,1.3919184
P19003_Premium_48,1.2812316
P19003_SAVP_1,1.4902335
P19003_SAVP_2,0.46903136
P19003_SAVP_3,-0.128678
P19003_SAVP_4,2.5954423
P19003_SAVP_5,2.0003948
P19003_SAVP_6,2.228039
P19003_SAVP_7,1.1650501
P19003_SAVP_8,0.9837065
P19003_SAVP_9,2.7419336
P19003_SAVP_10,3.1315732
P19003_SAVP_11,3.4769633
P19003_SAVP_12,3.079913
P19003_SAVP_13,2.164316
P19003_SAVP_14,2.4429762
P19003_SAVP_15,1.7345471
P19003_SAVP_16,1.7696272
P19003_SAVP_17,1.5965325
P19003_SAVP_18,1.0246426
P19003_SAVP_19,1.3149304
P19003_SAVP_20,1.944481
P19003_SAVP_21,1.3434192
P19003_SAVP_22,1.8868864
P19003_SAVP_23,1.5991174
P19003_SAVP_24,1.840937
P19003_SAVP_25,1.7632972
P19003_SAVP_26,1.4516827
P19003_SAVP_27,2.2240052
P19003_SAVP_28,2.1332405
P19003_SAVP_29,2.0877824
P19003_SAVP_30,2.4630332
P19003_SAVP_31,1.8210807
P19003_SAVP_32,1.7516091
P19003_SAVP_33,2.4667761
P19003_SAVP_34,2.4566076
P19003_SAVP_35,1.5887625
P19003_SAVP_36,1.6516231
P19003_SAVP_37,2.2726743
P19003_SAVP_38,2.033725
P19003_SAVP_39,1.3095505
P19003_SAVP_40,0.78337854
P19003_SAVP_41,0.6179072
P19003_SAVP_42,1.3719686
P19003_SAVP_43,1.7614477
P19003_SAVP_44,1.426446
P19003_SAVP_45,2.6059005
P19003_SAVP_46,2.555553
P19003_SAVP_47,2.602583
P19003_SAVP_48,1.8785458
P19003_Sanofi_Pasteur_1,0.6259719
P19003_Sanofi_Pasteur_2,0.6828017
P19003_Sanofi_Pasteur_3,0.43368578
P19003_Sanofi_Pasteur_4,2.120077
P19003_Sanofi_Pasteur_5,1.9731404
P19003_Sanofi_Pasteur_6,1.9307723
P19003_Sanofi_Pasteur_7,1.0334933
P19003_Sanofi_Pasteur_8,1.4369614
P19003_Sanofi_Pasteur_9,2.120157
P19003_Sanofi_Pasteur_10,2.6000838
P19003_Sanofi_Pasteur_11,2.8686736
P19003_Sanofi_Pasteur_12,2.2077365
P19003_Sanofi_Pasteur_13,1.9708469
P19003_Sanofi_Pasteur_14,2.0263171
P19003_Sanofi_Pasteur_15,0.96074647
P19003_Sanofi_Pasteur_16,1.0986389
P19003_Sanofi_Pasteur_17,1.1695924
P19003_Sanofi_Pasteur_18,0.8731871
P19003_Sanofi_Pasteur_19,0.6687405
P19003_Sanofi_Pasteur_20,1.1376979
P19003_Sanofi_Pasteur_21,0.63883585
P19003_Sanofi_Pasteur_22,1.1244963
P19003_Sanofi_Pasteur_23,0.9296547
P19003_Sanofi_Pasteur_24,0.93173873
P19003_Sanofi_Pasteur_25,1.0428493
P19003_Sanofi_Pasteur_26,0.7909664
P19003_Sanofi_Pasteur_27,1.3430507
P19003_Sanofi_Pasteur_28,0.95580375
P19003_Sanofi_Pasteur_29,0.8020823
P19003_Sanofi_Pasteur_30,0.9663248
P19003_Sanofi_Pasteur_31,1.1155316
P19003_Sanofi_Pasteur_32,1.0424196
P19003_Sanofi_Pasteur_33,1.3247079
P19003_Sanofi_Pasteur_34,1.697666
P19003_Sanofi_Pasteur_35,1.0703464
P19003_Sanofi_Pasteur_36,0.5010353
P19003_Sanofi_Pasteur_37,1.1989429
P19003_Sanofi_Pasteur_38,1.2788675
P19003_Sanofi_Pasteur_39,0.8692491
P19003_Sanofi_Pasteur_40,0.053049758
P19003_Sanofi_Pasteur_41,-0.10053335
P19003_Sanofi_Pasteur_42,0.41132504
P19003_Sanofi_Pasteur_43,0.9153878
P19003_Sanofi_Pasteur_44,0.46328542
P19003_Sanofi_Pasteur_45,1.7366596
P19003_Sanofi_Pasteur_46,1.4034164
P19003_Sanofi_Pasteur_47,1.6320982
P19003_Sanofi_Pasteur_48,1.3055427
P19003_VINS_Africa_1,1.4641893
P19003_VINS_Africa_2,1.2917265
P19003_VINS_Africa_3,0.60747147
P19003_VINS_Africa_4,2.9705522
P19003_VINS_Africa_5,2.2416244
P19003_VINS_Africa_6,2.65617
P19003_VINS_Africa_7,1.5782871
P19003_VINS_Africa_8,1.8989604
P19003_VINS_Africa_9,2.5039055
P19003_VINS_Africa_10,3.0682044
P19003_VINS_Africa_11,3.2175434
P19003_VINS_Africa_12,2.7980564
P19003_VINS_Africa_13,1.9401054
P19003_VINS_Africa_14,2.0645316
P19003_VINS_Africa_15,1.1235251
P19003_VINS_Africa_16,1.1700463
P19003_VINS_Africa_17,1.1788429
P19003_VINS_Africa_18,0.6332171
P19003_VINS_Africa_19,0.76109993
P19003_VINS_Africa_20,0.96845645
P19003_VINS_Africa_21,0.44451433
P19003_VINS_Africa_22,0.8471967
P19003_VINS_Africa_23,0.59031373
P19003_VINS_Africa_24,0.38371027
P19003_VINS_Africa_25,0.46803042
P19003_VINS_Africa_26,0.34487602
P19003_VINS_Africa_27,0.6517361
P19003_VINS_Africa_28,0.45314866
P19003_VINS_Africa_29,0.33770302
P19003_VINS_Africa_30,0.57878286
P19003_VINS_Africa_31,0.66293335
P19003_VINS_Africa_32,0.5882982
P19003_VINS_Africa_33,0.58816653
P19003_VINS_Africa_34,0.81592476
P19003_VINS_Africa_35,0.49680522
P19003_VINS_Africa_36,0.21983482
P19003_VINS_Africa_37,1.7355598
P19003_VINS_Africa_38,1.758826
P19003_VINS_Africa_39,1.2679192
P19003_VINS_Africa_40,0.45729914
P19003_VINS_Africa_41,0.33758983
P19003_VINS_Africa_42,0.4381931
P19003_VINS_Africa_43,1.4532032
P19003_VINS_Africa_44,0.8875673
P19003_VINS_Africa_45,2.490442
P19003_VINS_Africa_46,1.2582036
P19003_VINS_Africa_47,0.98992336
P19003_VINS_Africa_48,0.76136726
P19003_VINS_Central_Africa_1,0.7085362
P19003_VINS_Central_Africa_2,0.54430395
P19003_VINS_Central_Africa_3,0.3270186
P19003_VINS_Central_Africa_4,2.2953525
P19003_VINS_Central_Africa_5,2.0339794
P19003_VINS_Central_Africa_6,2.3641503
P19003_VINS_Central_Africa_7,1.3076806
P19003_VINS_Central_Africa_8,1.6143699
P19003_VINS_Central_Africa_9,2.273861
P19003_VINS_Central_Africa_10,2.6079812
P19003_VINS_Central_Africa_11,2.9012191
P19003_VINS_Central_Africa_12,2.6806855
P19003_VINS_Central_Africa_13,2.144701
P19003_VINS_Central_Africa_14,1.967008
P19003_VINS_Central_Africa_15,1.0223387
P19003_VINS_Central_Africa_16,0.9215031
P19003_VINS_Central_Africa_17,0.7471791
P19003_VINS_Central_Africa_18,0.19620703
P19003_VINS_Central_Africa_19,0.1902666
P19003_VINS_Central_Africa_20,0.36590913
P19003_VINS_Central_Africa_21,-0.06799209
P19003_VINS_Central_Africa_22,0.19562511
P19003_VINS_Central_Africa_23,0.013805725
P19003_VINS_Central_Africa_24,0.071913816
P19003_VINS_Central_Africa_25,0.049850166
P19003_VINS_Central_Africa_26,0.20112465
P19003_VINS_Central_Africa_27,0.85843104
P19003_VINS_Central_Africa_28,0.63438743
P19003_VINS_Central_Africa_29,0.6269102
P19003_VINS_Central_Africa_30,1.0814788
P19003_VINS_Central_Africa_31,0.5836275
P19003_VINS_Central_Africa_32,0.5955098
P19003_VINS_Central_Africa_33,0.88435113
P19003_VINS_Central_Africa_34,0.82435143
P19003_VINS_Central_Africa_35,0.684519
P19003_VINS_Central_Africa_36,0.092268944
P19003_VINS_Central_Africa_37,1.1500938
P19003_VINS_Central_Africa_38,0.9213273
P19003_VINS_Central_Africa_39,0.5144372
P19003_VINS_Central_Africa_40,-0.015549194
P19003_VINS_Central_Africa_41,-0.058282886
P19003_VINS_Central_Africa_42,0.39240044
P19003_VINS_Central_Africa_43,1.018436
P19003_VINS_Central_Africa_44,0.5473532
P19003_VINS_Central_Africa_45,2.363086
P19003_VINS_Central_Africa_46,1.4671233
P19003_VINS_Central_Africa_47,0.6444956
P19003_VINS_Central_Africa_48,0.7723636
P81630_Bioclone_1,-0.7978578
P81630_Bioclone_2,-0.6522098
P81630_Bioclone_3,-0.79464656
P81630_Bioclone_4,-0.6972859
P81630_Bioclone_5,-0.9773523
P81630_Bioclone_6,-0.93160117
P81630_Bioclone_7,-0.86767656
P81630_Bioclone_8,-0.8741999
P81630_Bioclone_9,-0.5944704
P81630_Bioclone_10,-0.6205083
P81630_Bioclone_11,-0.86063963
P81630_Bioclone_12,-0.7028051
P81630_Bioclone_13,-0.6496261
P81630_Bioclone_14,-0.67705625
P81630_Bioclone_15,-0.7561693
P81630_Bioclone_16,-0.9179775
P81630_Bioclone_17,-0.9588111
P81630_Bioclone_18,-0.9377744
P81630_Bioclone_19,-0.77081305
P81630_Bioclone_20,-0.7507898
P81630_Bioclone_21,-0.80171144
P81630_Bioclone_22,-0.717184
P81630_Bioclone_23,-0.92963386
P81630_Bioclone_24,-0.9378651
P81630_Bioclone_25,-0.68952894
P81630_Bioclone_26,-0.6566072
P81630_Bioclone_27,-0.72053146
P81630_Bioclone_28,-0.76203465
P81630_Bioclone_29,-0.5489312
P81630_Bioclone_30,-0.13356505
P81630_Bioclone_33,0.8675402
P81630_Bioclone_34,1.666888
P81630_Bioclone_35,1.6602162
P81630_Bioclone_36,1.8189032
P81630_Bioclone_37,2.410937
P81630_Bioclone_38,2.1183524
P81630_Bioclone_39,1.5245488
P81630_Bioclone_40,2.2093785
P81630_Bioclone_41,1.0701367
P81630_Bioclone_42,-0.12906833
P81630_Bioclone_43,-0.47151756
P81630_Bioclone_44,-0.17537962
P81630_Bioclone_45,-0.075227246
P81630_Bioclone_46,-0.5449717
P81630_Bioclone_47,-0.67782634
P81630_Bioclone_48,-0.4082474
P81630_Bioclone_49,-0.072909236
P81630_Bioclone_50,-0.38183445
P81630_Bioclone_51,-0.10748094
P81630_Bioclone_52,-0.007746596
Q5EE07_Bioclone_1,-0.7978578
Q5EE07_Bioclone_2,-0.6522098
Q5EE07_Bioclone_3,-0.79464656
Q5EE07_Bioclone_4,-0.6972859
Q5EE07_Bioclone_5,-0.9773523
Q5EE07_Bioclone_6,-0.93160117
Q5EE07_Bioclone_7,-0.86767656
Q5EE07_Bioclone_8,-0.8741999
Q5EE07_Bioclone_9,-0.5944704
Q5EE07_Bioclone_10,-0.6205083
Q5EE07_Bioclone_11,-0.86063963
Q5EE07_Bioclone_12,-0.7028051
Q5EE07_Bioclone_13,-0.6496261
Q5EE07_Bioclone_14,-0.67705625
Q5EE07_Bioclone_15,-0.56282586
Q5EE07_Bioclone_16,-0.50933605
Q5EE07_Bioclone_17,-0.7774339
Q5EE07_Bioclone_18,-0.60164267
Q5EE07_Bioclone_19,-0.76901567
Q5EE07_Bioclone_20,-0.51180553
Q5EE07_Bioclone_21,-0.15006602
Q5EE07_Bioclone_22,-0.6758463
Q5EE07_Bioclone_23,-0.5173927
Q5EE07_Bioclone_24,-0.6797299
Q5EE07_Bioclone_25,-0.3469476
Q5EE07_Bioclone_26,-0.11194433
Q5EE07_Bioclone_33,-0.7492076
Q5EE07_Bioclone_34,-0.72434455
Q5EE07_Bioclone_35,-0.654505
Q5EE07_Bioclone_36,-0.71597177
Q5EE07_Bioclone_37,-0.5020103
Q5EE07_Bioclone_38,-0.46989268
Q5EE07_Bioclone_39,-0.50232965
Q5EE07_Bioclone_40,-0.69659925
Q5EE07_Bioclone_41,-0.5988963
Q5EE07_Bioclone_42,-0.7689091
Q5EE07_Bioclone_43,-0.88783884
Q5EE07_Bioclone_44,-0.47872072
Q5EE07_Bioclone_45,-0.5212168
Q5EE07_Bioclone_46,-0.7468832
Q5EE07_Bioclone_47,-0.8546049
Q5EE07_Bioclone_48,-0.59982765
Q5EE07_Bioclone_49,-0.7263889
Q9PRP9_Bioclone_1,-0.7833812
Q9PRP9_Bioclone_2,-0.7823544
Q9PRP9_Bioclone_3,-0.48865408
Q9PRP9_Bioclone_4,-0.6624814
Q9PRP9_Bioclone_5,-0.8890052
Q9PRP9_Bioclone_6,-0.88635784
Q9PRP9_Bioclone_7,-0.82862467
P0DMT3_Bioclone_10,-0.57355267
P0DMT3_Bioclone_12,-0.9609745
P0DMT3_Bioclone_13,-0.733603
P0DMT3_Bioclone_14,-0.880842
P0DMT3_Bioclone_15,-0.7996774
P0DMT3_Bioclone_16,-0.98291796
P0DMT3_Bioclone_17,-0.67690885
P0DMT3_Bioclone_18,-0.7978606
P0DMT3_Bioclone_19,-0.7229502
P0DMT3_Bioclone_20,0.031452667
P0DMT3_Bioclone_21,-0.23046888
P0DMT3_Bioclone_22,0.41381967
P0DMT3_Bioclone_23,0.27378908
P0DMT3_Bioclone_24,0.30852538
P0DMT3_Bioclone_25,0.414953
P0DMT3_Bioclone_26,0.37189326
P0DMT3_Bioclone_27,-0.055222925
P0DMT3_Bioclone_28,-0.36519188
P0DMT3_Bioclone_29,0.1781397
P0DMT3_Bioclone_30,0.8418036
P0DMT3_Bioclone_31,-0.3643525
P0DMT3_Bioclone_32,-0.9221505
P0DMT3_Bioclone_33,-0.8934531
P0DMT3_Bioclone_34,-0.88781506
P0DMT3_Bioclone_35,-0.9001897
P0DMT3_Bioclone_36,-1.1052018
P0DMT3_Bioclone_37,-0.9062205
P0DMT3_Bioclone_39,-0.82503927
P0DMT3_Bioclone_40,-0.8573982
P0DMT3_Bioclone_41,-0.82584035
P0DMT3_Bioclone_42,-0.81384474
P0DMT3_Bioclone_43,-0.8470512
P0DMT3_Bioclone_44,-0.082393155
P0DMT3_Bioclone_45,-0.25248024
P0DMT3_Bioclone_46,-0.50572
P0DMT3_Bioclone_47,-0.35490614
P0DMT3_Bioclone_48,-0.15738611
P0DMT3_Bioclone_49,0.6036964
P0DMT3_Bioclone_50,0.46744752
P0DMT3_Bioclone_51,-0.118006796
P0DMT3_Bioclone_52,0.4825102
P0DMT3_Bioclone_53,0.8014248
P0DMT3_Bioclone_54,0.88045484
P0DMT3_Bioclone_55,0.9844643
P0DMT3_Bioclone_56,0.4585772
P0DMT3_Bioclone_57,1.7392565
P0DMT3_Bioclone_58,2.9880571
P0DMT3_Bioclone_59,2.531521
P0DMT3_Bioclone_60,2.6626928
P0DMT3_Bioclone_61,3.177706
P0DMT3_Bioclone_62,3.3074987
P0DMT3_Bioclone_63,3.1757855
P0DMT3_Bioclone_64,3.3078759
P0DMT3_Bioclone_65,2.2917433
P0DMT3_Bioclone_66,1.8763717
P0DMT3_Bioclone_67,0.053400267
P0DMT3_Bioclone_68,-0.656825
P0DMT3_Bioclone_69,-0.23784159
P0DMT3_Bioclone_70,-0.6554733
P0DMT3_Bioclone_73,-0.63340175
P0DMT3_Bioclone_83,-0.8212941
P0DMT3_Bioclone_84,-0.8640147
P0DMT3_Bioclone_85,-0.7467904
P0DMT3_Bioclone_87,-0.7942643
P0DMT3_Bioclone_91,-0.4712057
P0DMT3_Bioclone_92,-0.70459074
P0DMT3_Bioclone_93,-0.49394572
P0DMT3_Bioclone_94,-0.509377
P0DMT3_Bioclone_95,-0.77396864
P0DMT3_Bioclone_96,-0.8713879
P0DMT3_Bioclone_97,-0.67007643
P0DMT3_Bioclone_98,-0.76095474
P0DMT3_Bioclone_99,-0.85655856
P0DMT3_Bioclone_100,-0.7265575
P0DMT3_Bioclone_101,-0.72963125
P0DMT3_Bioclone_102,-0.35644352
P0DMT3_Bioclone_103,-0.48531604
P0DMT3_Bioclone_104,-0.6866387
P0DMT3_Bioclone_105,-0.20330174
P0DMT3_Bioclone_106,-0.55621547
Q90ZZ9_Bioclone_17,0.0076091997
Q90ZZ9_Bioclone_27,-0.51335824
Q90ZZ9_Bioclone_28,-0.9063627
Q90ZZ9_Bioclone_29,-0.830695
Q90ZZ9_Bioclone_30,-0.86483276
Q90ZZ9_Bioclone_31,-0.85882443
Q90ZZ9_Bioclone_32,-0.95252246
Q90ZZ9_Bioclone_33,-0.96885926
Q90ZZ9_Bioclone_34,-0.84966516
Q90ZZ9_Bioclone_35,-0.77303463
Q90ZZ9_Bioclone_36,0.71208847
Q90ZZ9_Bioclone_37,0.26664338
Q90ZZ9_Bioclone_38,0.9046089
Q90ZZ9_Bioclone_39,-0.08110894
Q90ZZ9_Bioclone_40,-0.23768036
Q90ZZ9_Bioclone_41,0.054903258
Q90ZZ9_Bioclone_42,-0.080194086
Q90ZZ9_Bioclone_43,-0.0018167086
Q90ZZ9_Bioclone_44,-0.44964403
Q90ZZ9_Bioclone_45,-0.56703025
Q90ZZ9_Bioclone_46,-0.65579534
Q90ZZ9_Bioclone_47,-0.6948683
Q90ZZ9_Bioclone_48,-0.8687601
Q90ZZ9_Bioclone_49,-0.79744697
Q90ZZ9_Bioclone_50,-0.8198314
Q90ZZ9_Bioclone_51,-0.8432477
Q90ZZ9_Bioclone_52,-0.8763642
Q90ZZ9_Bioclone_53,-0.9951531
Q90ZZ9_Bioclone_54,-0.9271902
Q90ZZ9_Bioclone_55,-0.9480504
Q90ZZ9_Bioclone_56,-1.0257407
Q90ZZ9_Bioclone_57,-1.0255561
Q90ZZ9_Bioclone_58,-1.0791842
Q90ZZ9_Bioclone_59,-0.9833316
Q90ZZ9_Bioclone_60,-0.7839532
Q90ZZ9_Bioclone_61,-0.06801605
Q90ZZ9_Bioclone_62,-0.33827084
Q90ZZ9_Bioclone_63,-0.08974902
Q90ZZ9_Bioclone_64,-0.040520098
Q90ZZ9_Bioclone_65,0.08188081
Q90ZZ9_Bioclone_66,0.16505302
Q90ZZ9_Bioclone_67,-0.08077547
Q90ZZ9_Bioclone_69,-0.5459902
Q90ZZ9_Bioclone_70,-0.7122608
Q90ZZ9_Bioclone_71,-0.6495469
Q90ZZ9_Bioclone_72,-0.61156714
Q90ZZ9_Bioclone_73,-0.7048276
Q90ZZ9_Bioclone_77,-0.97977215
Q90ZZ9_Bioclone_78,-0.88098097
Q90ZZ9_Bioclone_79,-0.45695597
Q90ZZ9_Bioclone_80,-0.57773066
Q90ZZ9_Bioclone_81,-0.31616715
Q90ZZ9_Bioclone_82,-0.5204318
Q90ZZ9_Bioclone_83,-0.59565574
Q90ZZ9_Bioclone_84,-0.20274936
Q90ZZ9_Bioclone_85,-0.411682
Q90ZZ9_Bioclone_86,-0.14826658
Q90ZZ9_Bioclone_87,-0.4689445
Q90ZZ9_Bioclone_88,-0.55622494
Q90ZZ9_Bioclone_89,-0.57700485
Q90ZZ9_Bioclone_90,-0.66860384
Q90ZZ9_Bioclone_91,-0.54905856
Q90ZZ9_Bioclone_92,-0.27649954
Q90ZZ9_Bioclone_109,0.28729385
Q90ZZ9_Bioclone_110,-0.10569446
Q90ZZ9_Bioclone_111,-0.08121884
Q90ZZ9_Bioclone_112,0.40276718
Q90ZZ9_Bioclone_113,-0.19327067
Q90ZZ9_Bioclone_115,-0.99301964
Q90ZZ9_Bioclone_116,-0.7987779
Q90ZZ9_Bioclone_117,-0.80073655
Q90ZZ9_Bioclone_118,-0.8265274
Q90ZZ9_Bioclone_119,-1.0346353
Q90ZZ9_Bioclone_120,-0.9192681
Q90ZZ9_Bioclone_121,-0.97047085
Q90ZZ9_Bioclone_122,-0.99172646
Q90ZZ9_Bioclone_123,-0.8754246
Q7T2Q1_Bioclone_24,-0.74687415
Q7T2Q1_Bioclone_25,-0.7830372
Q7T2Q1_Bioclone_26,-0.7075227
Q7T2Q1_Bioclone_27,-0.7245373
Q7T2Q1_Bioclone_28,-0.8172114
Q7T2Q1_Bioclone_29,-0.63444185
Q7T2Q1_Bioclone_30,-0.8106952
Q7T2Q1_Bioclone_31,-0.64172447
Q7T2Q1_Bioclone_32,-0.16913785
Q7T2Q1_Bioclone_33,-0.54872155
Q7T2Q1_Bioclone_34,-0.9364586
Q7T2Q1_Bioclone_35,-0.6720931
Q7T2Q1_Bioclone_36,-0.66564995
Q7T2Q1_Bioclone_37,-0.6633032
Q7T2Q1_Bioclone_38,-0.31284168
Q7T2Q1_Bioclone_39,-0.7656684
Q7T2Q1_Bioclone_40,-0.7563588
Q7T2Q1_Bioclone_41,-0.88730687
Q7T2Q1_Bioclone_42,-0.55276036
Q7T2Q1_Bioclone_43,-0.60043234
Q7T2Q1_Bioclone_44,-0.7791654
Q7T2Q1_Bioclone_45,0.27759284
Q7T2Q1_Bioclone_46,0.169742
Q7T2Q1_Bioclone_47,-0.07570802
Q7T2Q1_Bioclone_48,-0.60321707
Q7T2Q1_Bioclone_49,-0.67982686
Q7T2Q1_Bioclone_50,-0.71792275
Q7T2Q1_Bioclone_51,-0.55942315
Q7T2Q1_Bioclone_52,-0.70963955
Q7T2Q1_Bioclone_53,-0.453121
Q7T2Q1_Bioclone_54,-0.8067506
Q7T2Q1_Bioclone_55,-0.644018
Q7T2Q1_Bioclone_56,-0.26438272
Q7T2Q1_Bioclone_57,-0.57103705
Q7T2Q1_Bioclone_58,-0.44200656
Q7T2Q1_Bioclone_59,-0.29982498
Q7T2Q1_Bioclone_60,-0.47442234
Q7T2Q1_Bioclone_61,-0.24185409
Q7T2Q1_Bioclone_62,-0.2494625
Q7T2Q1_Bioclone_63,0.17560464
Q7T2Q1_Bioclone_69,-0.6530949
Q7T2Q1_Bioclone_70,-0.7479099
Q7T2Q1_Bioclone_71,-0.6586988
Q7T2Q1_Bioclone_72,-0.59223497
Q7T2Q1_Bioclone_73,-0.78886145
Q7T2Q1_Bioclone_74,-0.88808405
