ID,Signal
P19003_Premium_41,0.66050303
P19003_Premium_42,1.3507826
P19003_Premium_43,1.8229967
P19003_Premium_44,1.8250715
P19003_Premium_45,2.9982264
P19003_Premium_46,1.99135
P19003_Premium_47,1.3685476
P19003_Premium_48,1.039469
P19003_SAVP_1,0.49862954
P19003_SAVP_2,0.4145448
P19003_SAVP_3,-0.12510064
P19003_SAVP_4,2.6121454
P19003_SAVP_5,2.2642796
P19003_SAVP_6,2.418463
P19003_SAVP_7,1.3791293
P19003_SAVP_8,2.1045046
P19003_SAVP_9,2.3965194
P19003_SAVP_10,2.9941785
P19003_SAVP_11,3.1660252
P19003_SAVP_12,3.067206
P19003_SAVP_13,2.5969925
P19003_SAVP_14,2.3531747
P19003_SAVP_15,1.5917096
P19003_SAVP_16,1.5532
P19003_SAVP_17,1.7682383
P19003_SAVP_18,1.0899373
P19003_SAVP_19,1.1191809
P19003_SAVP_20,1.1707382
P19003_SAVP_21,1.0038275
P19003_SAVP_22,1.431455
P19003_SAVP_23,1.5850403
P19003_SAVP_24,1.8832548
P19003_SAVP_25,1.7858056
P19003_SAVP_26,1.9789633
P19003_SAVP_27,3.2526975
P19003_SAVP_28,2.7505326
P19003_SAVP_29,2.0375917
P19003_SAVP_30,2.5947638
P19003_SAVP_31,2.5179834
P19003_SAVP_32,2.7529933
P19003_SAVP_33,3.503098
P19003_SAVP_34,3.3292058
P19003_SAVP_35,2.1276066
P19003_SAVP_36,1.7693831
P19003_SAVP_37,2.5269027
P19003_SAVP_38,2.118519
P19003_SAVP_39,1.8588725
P19003_SAVP_40,0.898041
P19003_SAVP_41,0.64491904
P19003_SAVP_42,1.4062043
P19003_SAVP_43,1.6815901
P19003_SAVP_44,1.3174033
P19003_SAVP_45,2.7271895
P19003_SAVP_46,1.9921428
P19003_SAVP_47,2.1271548
P19003_SAVP_48,1.512411
P19003_Sanofi_Pasteur_1,0.43929726
P19003_Sanofi_Pasteur_2,1.010721
P19003_Sanofi_Pasteur_3,0.6476357
P19003_Sanofi_Pasteur_4,2.402016
P19003_Sanofi_Pasteur_5,1.9266301
P19003_Sanofi_Pasteur_6,2.3999646
P19003_Sanofi_Pasteur_7,1.4662938
P19003_Sanofi_Pasteur_8,2.2864115
P19003_Sanofi_Pasteur_9,2.2109623
P19003_Sanofi_Pasteur_10,2.4258332
P19003_Sanofi_Pasteur_11,2.5477564
P19003_Sanofi_Pasteur_12,2.165786
P19003_Sanofi_Pasteur_13,2.1961255
P19003_Sanofi_Pasteur_14,1.7664587
P19003_Sanofi_Pasteur_15,1.2039098
P19003_Sanofi_Pasteur_16,1.1580315
P19003_Sanofi_Pasteur_17,1.5448059
P19003_Sanofi_Pasteur_18,1.1784787
P19003_Sanofi_Pasteur_19,1.0645341
P19003_Sanofi_Pasteur_20,1.4976307
P19003_Sanofi_Pasteur_21,0.8902005
P19003_Sanofi_Pasteur_22,1.1684917
P19003_Sanofi_Pasteur_23,1.2129098
P19003_Sanofi_Pasteur_24,0.8513348
P19003_Sanofi_Pasteur_25,1.1220462
P19003_Sanofi_Pasteur_26,1.0971562
P19003_Sanofi_Pasteur_27,1.4839703
P19003_Sanofi_Pasteur_28,1.0258135
P19003_Sanofi_Pasteur_29,0.6143826
P19003_Sanofi_Pasteur_30,1.0337716
P19003_Sanofi_Pasteur_31,1.2909893
P19003_Sanofi_Pasteur_32,1.4403952
P19003_Sanofi_Pasteur_33,1.9323536
P19003_Sanofi_Pasteur_34,2.0144627
P19003_Sanofi_Pasteur_35,1.5454497
P19003_Sanofi_Pasteur_36,1.0366699
P19003_Sanofi_Pasteur_37,1.4271891
P19003_Sanofi_Pasteur_38,1.1725224
P19003_Sanofi_Pasteur_39,0.86875224
P19003_Sanofi_Pasteur_40,0.18953979
P19003_Sanofi_Pasteur_41,0.063580945
P19003_Sanofi_Pasteur_42,0.57172227
P19003_Sanofi_Pasteur_43,0.8274735
P19003_Sanofi_Pasteur_44,0.7533175
P19003_Sanofi_Pasteur_45,1.7472092
P19003_Sanofi_Pasteur_46,1.2200522
P19003_Sanofi_Pasteur_47,1.1935288
P19003_Sanofi_Pasteur_48,0.65668416
P19003_VINS_Africa_1,0.6239549
P19003_VINS_Africa_2,0.7095828
P19003_VINS_Africa_3,0.50534046
P19003_VINS_Africa_4,2.7165241
P19003_VINS_Africa_5,2.2478302
P19003_VINS_Africa_6,2.4763372
P19003_VINS_Africa_7,1.5853888
P19003_VINS_Africa_8,2.3538508
P19003_VINS_Africa_9,2.3753524
P19003_VINS_Africa_10,2.6134298
P19003_VINS_Africa_11,2.6021557
P19003_VINS_Africa_12,2.5412018
P19003_VINS_Africa_13,2.157358
P19003_VINS_Africa_14,1.8338844
P19003_VINS_Africa_15,1.3429253
P19003_VINS_Africa_16,0.9113419
P19003_VINS_Africa_17,1.209347
P19003_VINS_Africa_18,0.69343483
P19003_VINS_Africa_19,0.7112379
P19003_VINS_Africa_20,0.4804065
P19003_VINS_Africa_21,-0.023500461
P19003_VINS_Africa_22,0.4910076
P19003_VINS_Africa_23,0.29947853
P19003_VINS_Africa_24,0.22781047
P19003_VINS_Africa_25,0.2511059
P19003_VINS_Africa_26,0.37264192
P19003_VINS_Africa_27,1.1866657
P19003_VINS_Africa_28,0.8575083
P19003_VINS_Africa_29,0.36388057
P19003_VINS_Africa_30,0.516297
P19003_VINS_Africa_31,1.0639938
P19003_VINS_Africa_32,0.8907807
P19003_VINS_Africa_33,1.4084074
P19003_VINS_Africa_34,1.1959347
P19003_VINS_Africa_35,0.8459265
P19003_VINS_Africa_36,0.5040368
P19003_VINS_Africa_37,1.905436
P19003_VINS_Africa_38,1.6986524
P19003_VINS_Africa_39,1.4096498
P19003_VINS_Africa_40,0.73420143
P19003_VINS_Africa_41,0.5524999
P19003_VINS_Africa_42,1.4131659
P19003_VINS_Africa_43,1.951591
P19003_VINS_Africa_44,1.7392203
P19003_VINS_Africa_45,2.4310272
P19003_VINS_Africa_46,1.8045224
P19003_VINS_Africa_47,1.6502683
P19003_VINS_Africa_48,0.8806652
P19003_VINS_Central_Africa_1,-0.026030276
P19003_VINS_Central_Africa_2,0.11576702
P19003_VINS_Central_Africa_3,0.2813554
P19003_VINS_Central_Africa_4,2.329942
P19003_VINS_Central_Africa_5,1.4952843
P19003_VINS_Central_Africa_6,1.623337
P19003_VINS_Central_Africa_7,0.8025204
P19003_VINS_Central_Africa_8,1.2685707
P19003_VINS_Central_Africa_9,2.0027244
P19003_VINS_Central_Africa_10,2.3788457
P19003_VINS_Central_Africa_11,2.172309
P19003_VINS_Central_Africa_12,2.3061428
P19003_VINS_Central_Africa_13,2.1877406
P19003_VINS_Central_Africa_14,1.7707219
P19003_VINS_Central_Africa_15,1.0750815
P19003_VINS_Central_Africa_16,0.8648603
P19003_VINS_Central_Africa_17,1.3259696
P19003_VINS_Central_Africa_18,0.32214758
P19003_VINS_Central_Africa_19,0.37927514
P19003_VINS_Central_Africa_20,0.45512396
P19003_VINS_Central_Africa_21,-0.061195225
P19003_VINS_Central_Africa_22,0.24089351
P19003_VINS_Central_Africa_23,0.14740084
P19003_VINS_Central_Africa_24,0.05833202
P19003_VINS_Central_Africa_25,0.25021386
P19003_VINS_Central_Africa_26,0.29752654
P19003_VINS_Central_Africa_27,1.3234314
P19003_VINS_Central_Africa_28,0.91534853
P19003_VINS_Central_Africa_29,0.48371777
P19003_VINS_Central_Africa_30,0.85970366
P19003_VINS_Central_Africa_31,0.9373869
P19003_VINS_Central_Africa_32,1.1347462
P19003_VINS_Central_Africa_33,1.560679
P19003_VINS_Central_Africa_34,1.3810949
P19003_VINS_Central_Africa_35,0.91044796
P19003_VINS_Central_Africa_36,0.6001344
P19003_VINS_Central_Africa_37,1.6057391
P19003_VINS_Central_Africa_38,1.1693742
P19003_VINS_Central_Africa_39,0.8453846
P19003_VINS_Central_Africa_40,0.23148525
P19003_VINS_Central_Africa_41,0.05231674
P19003_VINS_Central_Africa_42,0.8132125
P19003_VINS_Central_Africa_43,1.2243612
P19003_VINS_Central_Africa_44,1.3664612
P19003_VINS_Central_Africa_45,2.5198898
P19003_VINS_Central_Africa_46,1.9461648
P19003_VINS_Central_Africa_47,0.52650905
P19003_VINS_Central_Africa_48,0.5773746
P81630_Bioclone_1,-0.872126
P81630_Bioclone_2,-0.7913499
P81630_Bioclone_3,-0.8479742
P81630_Bioclone_4,-0.73704195
P81630_Bioclone_5,-0.96328866
P81630_Bioclone_6,-0.97215986
P81630_Bioclone_7,-0.9253639
P81630_Bioclone_8,-0.7995361
P81630_Bioclone_9,-0.6289829
P81630_Bioclone_10,-0.74187326
P81630_Bioclone_11,-0.8977841
P81630_Bioclone_12,-0.77593493
P81630_Bioclone_13,-0.6973413
P81630_Bioclone_14,-0.85173714
P81630_Bioclone_15,-0.8866662
P81630_Bioclone_16,-0.8677504
P81630_Bioclone_17,-1.00707
P81630_Bioclone_18,-0.8794391
P81630_Bioclone_19,-0.9100548
P81630_Bioclone_20,-0.84395075
P81630_Bioclone_21,-0.7739655
P81630_Bioclone_22,-0.88687384
P81630_Bioclone_23,-0.8797209
P81630_Bioclone_24,-0.50824904
P81630_Bioclone_25,-0.9430082
P81630_Bioclone_26,-0.6430396
P81630_Bioclone_27,-0.78155947
P81630_Bioclone_28,-0.7891784
P81630_Bioclone_29,-0.54801345
P81630_Bioclone_30,-0.14455727
P81630_Bioclone_33,1.1534759
P81630_Bioclone_34,1.7806785
P81630_Bioclone_35,1.3536563
P81630_Bioclone_36,1.7161238
P81630_Bioclone_37,1.9623201
P81630_Bioclone_38,1.7558495
P81630_Bioclone_39,1.8788227
P81630_Bioclone_40,0.66630006
P81630_Bioclone_41,-0.07467854
P81630_Bioclone_42,-0.52994215
P81630_Bioclone_43,-0.664726
P81630_Bioclone_44,-0.24359685
P81630_Bioclone_45,-0.50090516
P81630_Bioclone_46,-0.7557119
P81630_Bioclone_47,-0.9224576
P81630_Bioclone_48,-0.4480305
P81630_Bioclone_49,-0.12193756
P81630_Bioclone_50,-0.80572057
P81630_Bioclone_51,-0.27367193
P81630_Bioclone_52,-0.000283163
Q5EE07_Bioclone_1,-0.872126
Q5EE07_Bioclone_2,-0.7913499
Q5EE07_Bioclone_3,-0.8479742
Q5EE07_Bioclone_4,-0.73704195
Q5EE07_Bioclone_5,-0.96328866
Q5EE07_Bioclone_6,-0.97215986
Q5EE07_Bioclone_7,-0.9253639
Q5EE07_Bioclone_8,-0.7995361
Q5EE07_Bioclone_9,-0.6289829
Q5EE07_Bioclone_10,-0.74187326
Q5EE07_Bioclone_11,-0.8977841
Q5EE07_Bioclone_12,-0.77593493
Q5EE07_Bioclone_13,-0.6973413
Q5EE07_Bioclone_14,-0.85173714
Q5EE07_Bioclone_15,-0.78397393
Q5EE07_Bioclone_16,-0.63317275
Q5EE07_Bioclone_17,-0.9069445
Q5EE07_Bioclone_18,-0.7656139
Q5EE07_Bioclone_19,-0.76609063
Q5EE07_Bioclone_20,-0.45282975
Q5EE07_Bioclone_21,0.1746711
Q5EE07_Bioclone_22,-0.4266467
Q5EE07_Bioclone_23,-0.5406201
Q5EE07_Bioclone_24,-0.532186
Q5EE07_Bioclone_25,-0.58773816
Q5EE07_Bioclone_26,-0.42071322
Q5EE07_Bioclone_33,-0.6968664
Q5EE07_Bioclone_34,-0.7526622
Q5EE07_Bioclone_35,-0.73802006
Q5EE07_Bioclone_36,-0.83077824
Q5EE07_Bioclone_37,-0.46722266
Q5EE07_Bioclone_38,-0.60823596
Q5EE07_Bioclone_39,-0.37861785
Q5EE07_Bioclone_40,-0.8418559
Q5EE07_Bioclone_41,-0.6924784
Q5EE07_Bioclone_42,-0.6994723
Q5EE07_Bioclone_43,-0.725322
Q5EE07_Bioclone_44,-0.31737477
Q5EE07_Bioclone_45,-0.55545294
Q5EE07_Bioclone_46,-0.8015702
Q5EE07_Bioclone_47,-0.9453691
Q5EE07_Bioclone_48,-0.68643117
Q5EE07_Bioclone_49,-0.7723818
Q9PRP9_Bioclone_1,-1.0133256
Q9PRP9_Bioclone_2,-1.1041697
Q9PRP9_Bioclone_3,-0.99867296
Q9PRP9_Bioclone_4,-0.89906275
Q9PRP9_Bioclone_5,-0.93939865
Q9PRP9_Bioclone_6,-0.9598918
Q9PRP9_Bioclone_7,-0.9839026
P0DMT3_Bioclone_10,-0.666926
P0DMT3_Bioclone_12,-0.94189036
P0DMT3_Bioclone_13,-0.8611771
P0DMT3_Bioclone_14,-0.9758388
P0DMT3_Bioclone_15,-0.9524559
P0DMT3_Bioclone_16,-0.99602604
P0DMT3_Bioclone_17,-0.75565517
P0DMT3_Bioclone_18,-0.7753782
P0DMT3_Bioclone_19,-0.3690774
P0DMT3_Bioclone_20,0.2974373
P0DMT3_Bioclone_21,0.12400937
P0DMT3_Bioclone_22,0.36737555
P0DMT3_Bioclone_23,0.2719206
P0DMT3_Bioclone_24,0.49525204
P0DMT3_Bioclone_25,0.35716742
P0DMT3_Bioclone_26,0.52137685
P0DMT3_Bioclone_27,-0.11851058
P0DMT3_Bioclone_28,-0.39567086
P0DMT3_Bioclone_29,-0.17013553
P0DMT3_Bioclone_30,0.27220646
P0DMT3_Bioclone_31,-0.6359422
P0DMT3_Bioclone_32,-0.9632839
P0DMT3_Bioclone_33,-0.88008976
P0DMT3_Bioclone_34,-0.9115015
P0DMT3_Bioclone_35,-0.9750161
P0DMT3_Bioclone_36,-1.150353
P0DMT3_Bioclone_37,-0.8648342
P0DMT3_Bioclone_39,-0.8198669
P0DMT3_Bioclone_40,-0.85471964
P0DMT3_Bioclone_41,-0.77171516
P0DMT3_Bioclone_42,-0.8023598
P0DMT3_Bioclone_43,-0.8079392
P0DMT3_Bioclone_44,-0.23067164
P0DMT3_Bioclone_45,-0.35150656
P0DMT3_Bioclone_46,-0.33480564
P0DMT3_Bioclone_47,-0.26600462
P0DMT3_Bioclone_48,0.04427243
P0DMT3_Bioclone_49,0.49257734
P0DMT3_Bioclone_50,0.5121925
P0DMT3_Bioclone_51,-0.20209166
P0DMT3_Bioclone_52,0.62645245
P0DMT3_Bioclone_53,0.65666246
P0DMT3_Bioclone_54,0.785341
P0DMT3_Bioclone_55,0.8934951
P0DMT3_Bioclone_56,0.3171503
P0DMT3_Bioclone_57,1.7647377
P0DMT3_Bioclone_58,2.906122
P0DMT3_Bioclone_59,2.4900706
P0DMT3_Bioclone_60,2.5006018
P0DMT3_Bioclone_61,3.1454306
P0DMT3_Bioclone_62,3.3426428
P0DMT3_Bioclone_63,3.2939963
P0DMT3_Bioclone_64,3.242914
P0DMT3_Bioclone_65,2.4640937
P0DMT3_Bioclone_66,1.9536552
P0DMT3_Bioclone_67,-0.11229046
P0DMT3_Bioclone_68,-0.7968266
P0DMT3_Bioclone_69,-0.38722298
P0DMT3_Bioclone_70,-0.9219159
P0DMT3_Bioclone_73,-0.599952
P0DMT3_Bioclone_83,-0.87259305
P0DMT3_Bioclone_84,-0.89766026
P0DMT3_Bioclone_85,-0.48556796
P0DMT3_Bioclone_87,-1.0760049
P0DMT3_Bioclone_91,-0.7049974
P0DMT3_Bioclone_92,-0.8050996
P0DMT3_Bioclone_93,-0.62351716
P0DMT3_Bioclone_94,-0.762514
P0DMT3_Bioclone_95,-0.8765682
P0DMT3_Bioclone_96,-1.0770711
P0DMT3_Bioclone_97,-0.8986869
P0DMT3_Bioclone_98,-1.0559311
P0DMT3_Bioclone_99,-1.0759728
P0DMT3_Bioclone_100,-1.0513189
P0DMT3_Bioclone_101,-0.85892093
P0DMT3_Bioclone_102,-0.84317374
P0DMT3_Bioclone_103,-0.7262732
P0DMT3_Bioclone_104,-0.7079419
P0DMT3_Bioclone_105,-0.31767055
P0DMT3_Bioclone_106,-0.34620976
Q90ZZ9_Bioclone_17,0.23859483
Q90ZZ9_Bioclone_27,-0.611328
Q90ZZ9_Bioclone_28,-0.8896221
Q90ZZ9_Bioclone_29,-0.7597972
Q90ZZ9_Bioclone_30,-0.7427901
Q90ZZ9_Bioclone_31,-0.8771831
Q90ZZ9_Bioclone_32,-0.95655453
Q90ZZ9_Bioclone_33,-0.92040646
Q90ZZ9_Bioclone_34,-0.82493293
Q90ZZ9_Bioclone_35,-0.7700701
Q90ZZ9_Bioclone_36,0.9840267
Q90ZZ9_Bioclone_37,0.5065172
Q90ZZ9_Bioclone_38,1.4319596
Q90ZZ9_Bioclone_39,0.06583354
Q90ZZ9_Bioclone_40,-0.15710787
Q90ZZ9_Bioclone_41,0.15888391
Q90ZZ9_Bioclone_42,-0.049719114
Q90ZZ9_Bioclone_43,0.23616952
Q90ZZ9_Bioclone_44,-0.38482746
Q90ZZ9_Bioclone_45,-0.61421597
Q90ZZ9_Bioclone_46,-0.66772175
Q90ZZ9_Bioclone_47,-0.5240925
Q90ZZ9_Bioclone_48,-0.77714765
Q90ZZ9_Bioclone_49,-0.58285844
Q90ZZ9_Bioclone_50,-0.6803198
Q90ZZ9_Bioclone_51,-0.8934585
Q90ZZ9_Bioclone_52,-1.0410289
Q90ZZ9_Bioclone_53,-0.9110944
Q90ZZ9_Bioclone_54,-1.0038159
Q90ZZ9_Bioclone_55,-1.003601
Q90ZZ9_Bioclone_56,-0.9519274
Q90ZZ9_Bioclone_57,-0.8860289
Q90ZZ9_Bioclone_58,-1.0467055
Q90ZZ9_Bioclone_59,-0.9554362
Q90ZZ9_Bioclone_60,-0.7800293
Q90ZZ9_Bioclone_61,-0.17078511
Q90ZZ9_Bioclone_62,-0.5040923
Q90ZZ9_Bioclone_63,-0.07960811
Q90ZZ9_Bioclone_64,-0.1284756
Q90ZZ9_Bioclone_65,-0.13264376
Q90ZZ9_Bioclone_66,-0.02994911
Q90ZZ9_Bioclone_67,-0.584352
Q90ZZ9_Bioclone_69,-0.9052501
Q90ZZ9_Bioclone_70,-0.6908705
Q90ZZ9_Bioclone_71,-0.58443105
Q90ZZ9_Bioclone_72,-0.93238604
Q90ZZ9_Bioclone_73,-0.89888084
Q90ZZ9_Bioclone_77,-0.46096846
Q90ZZ9_Bioclone_78,-0.17211989
Q90ZZ9_Bioclone_79,1.0442048
Q90ZZ9_Bioclone_80,0.664994
Q90ZZ9_Bioclone_81,1.0026251
Q90ZZ9_Bioclone_82,0.15932456
Q90ZZ9_Bioclone_83,0.127001
Q90ZZ9_Bioclone_84,-0.26810253
Q90ZZ9_Bioclone_85,-0.31441903
Q90ZZ9_Bioclone_86,-0.49116713
Q90ZZ9_Bioclone_87,-0.7171922
Q90ZZ9_Bioclone_88,-0.6605667
Q90ZZ9_Bioclone_89,-0.8137572
Q90ZZ9_Bioclone_90,-0.8178624
Q90ZZ9_Bioclone_91,-0.72726274
Q90ZZ9_Bioclone_92,-0.47936916
Q90ZZ9_Bioclone_109,0.67037046
Q90ZZ9_Bioclone_110,-0.0660869
Q90ZZ9_Bioclone_111,0.08775836
Q90ZZ9_Bioclone_112,0.4238687
Q90ZZ9_Bioclone_113,0.1567102
Q90ZZ9_Bioclone_115,-1.1133559
Q90ZZ9_Bioclone_116,-0.8446536
Q90ZZ9_Bioclone_117,-0.9730556
Q90ZZ9_Bioclone_118,-0.8207365
Q90ZZ9_Bioclone_119,-0.9689871
Q90ZZ9_Bioclone_120,-0.9413258
Q90ZZ9_Bioclone_121,-0.99646544
Q90ZZ9_Bioclone_122,-1.0458081
Q90ZZ9_Bioclone_123,-1.1174119
Q7T2Q1_Bioclone_24,-0.76775587
Q7T2Q1_Bioclone_25,-0.9385078
Q7T2Q1_Bioclone_26,-0.81713057
Q7T2Q1_Bioclone_27,-1.0265167
Q7T2Q1_Bioclone_28,-0.90100026
Q7T2Q1_Bioclone_29,-0.7288561
Q7T2Q1_Bioclone_30,-0.7644092
Q7T2Q1_Bioclone_31,-0.75889504
Q7T2Q1_Bioclone_32,-0.6172515
Q7T2Q1_Bioclone_33,-0.83295333
Q7T2Q1_Bioclone_34,-0.8467939
Q7T2Q1_Bioclone_35,-0.8484677
Q7T2Q1_Bioclone_36,-0.9553299
Q7T2Q1_Bioclone_37,-0.7498301
Q7T2Q1_Bioclone_38,-0.6717119
Q7T2Q1_Bioclone_39,-0.9052011
Q7T2Q1_Bioclone_40,-0.82444835
Q7T2Q1_Bioclone_41,-0.7502415
Q7T2Q1_Bioclone_42,-0.60689104
Q7T2Q1_Bioclone_43,-0.62419176
Q7T2Q1_Bioclone_44,-0.7818934
Q7T2Q1_Bioclone_45,0.3358243
Q7T2Q1_Bioclone_46,-0.38217336
Q7T2Q1_Bioclone_47,-0.15316227
Q7T2Q1_Bioclone_48,-0.32780492
Q7T2Q1_Bioclone_49,0.20940077
Q7T2Q1_Bioclone_50,0.720628
Q7T2Q1_Bioclone_51,0.9638977
Q7T2Q1_Bioclone_52,0.5637969
Q7T2Q1_Bioclone_53,0.6359651
Q7T2Q1_Bioclone_54,1.1079226
Q7T2Q1_Bioclone_55,-0.0659615
Q7T2Q1_Bioclone_56,-0.35389248
Q7T2Q1_Bioclone_57,-0.64869237
Q7T2Q1_Bioclone_58,-0.7102083
Q7T2Q1_Bioclone_59,-0.29253104
Q7T2Q1_Bioclone_60,-0.45854113
Q7T2Q1_Bioclone_61,-0.69589627
Q7T2Q1_Bioclone_62,-0.7983502
Q7T2Q1_Bioclone_63,-0.72077465
Q7T2Q1_Bioclone_69,-0.5378854
Q7T2Q1_Bioclone_70,-0.83389413
Q7T2Q1_Bioclone_71,-0.84330237
Q7T2Q1_Bioclone_72,-1.0107933
Q7T2Q1_Bioclone_73,-1.264548
Q7T2Q1_Bioclone_74,-1.0565184
Q7T2Q1_Bioclone_75,-0.92403686
